Wifes_age; Wifes_education; Husbands_education; Number_of_children_ever_born; Wifes_religion; Wifes_now_working;Husbands_occupation;Standard-of-living_index;Media_exposure; Contraceptive_method_uShort-termed
29;4;4;2;1;0;1;3;0;Long-term
47;2;2;7;1;1;2;4;0;Long-term
36;3;2;6;1;1;3;2;0;Long-term
45;3;3;8;1;1;2;3;0;Long-term
47;4;4;6;1;0;1;4;0;Long-term
43;3;4;2;1;0;2;4;0;Long-term
44;4;4;7;1;1;3;2;0;Long-term
24;2;4;2;1;1;3;3;0;Long-term
28;4;4;2;1;0;1;3;0;Long-term
34;4;4;5;1;1;3;4;0;Long-term
31;3;4;4;1;1;1;3;0;Long-term
27;4;4;3;1;1;1;4;0;Long-term
27;3;3;1;1;0;3;4;0;Long-term
26;4;4;1;1;0;1;3;0;Long-term
36;3;4;7;1;1;2;2;0;Long-term
35;4;4;4;0;1;3;3;0;Long-term
38;4;4;6;1;1;3;3;0;Long-term
44;4;4;7;1;1;2;4;0;Long-term
25;4;4;1;1;1;1;4;0;Long-term
25;4;4;2;0;1;1;3;0;Long-term
41;4;4;4;1;1;1;4;0;Long-term
41;3;4;5;1;1;1;3;0;Long-term
24;4;4;1;1;0;1;4;0;Long-term
33;4;4;3;1;1;3;3;0;Long-term
29;4;4;3;1;0;3;3;0;Long-term
47;4;4;4;1;0;1;4;0;Long-term
28;4;4;4;1;1;1;3;0;Long-term
21;2;2;1;1;1;3;2;0;Long-term
32;3;3;6;1;0;3;3;0;Long-term
30;3;4;2;1;1;1;4;0;Long-term
37;4;4;5;1;1;3;4;0;Long-term
29;4;3;4;1;0;3;2;0;Long-term
38;4;4;3;1;0;1;4;0;Long-term
49;3;3;11;1;1;1;4;0;Long-term
41;3;3;5;1;1;1;4;0;Long-term
43;3;4;5;1;1;3;2;1;Long-term
47;1;1;10;1;1;3;3;0;Long-term
22;4;4;1;1;1;1;3;0;Long-term
27;4;4;1;0;0;1;4;0;Long-term
34;3;4;2;0;1;2;3;0;Long-term
42;3;3;4;1;1;2;4;0;Long-term
39;4;4;3;0;0;1;4;0;Long-term
36;4;4;3;0;1;2;4;0;Long-term
21;4;4;1;1;1;2;1;0;Long-term
36;3;4;4;0;0;2;4;0;Long-term
25;2;3;1;1;0;4;4;0;Long-term
41;4;4;4;0;0;2;4;0;Long-term
32;4;4;4;0;0;2;4;0;Long-term
41;4;4;4;0;0;2;4;0;Long-term
43;4;4;3;0;1;1;4;0;Long-term
35;4;4;3;1;1;2;3;0;Long-term
24;4;4;2;1;0;1;3;0;Long-term
43;4;4;6;1;1;1;4;0;Long-term
48;4;4;7;0;1;1;4;0;Long-term
28;4;4;2;1;1;1;3;0;Long-term
24;4;4;1;1;1;1;4;0;Long-term
42;4;4;3;1;0;1;4;0;Long-term
39;4;4;3;1;1;1;4;0;Long-term
24;4;4;1;1;1;1;4;0;Long-term
33;4;3;5;1;1;2;4;0;Long-term
29;4;4;2;1;1;3;4;0;Long-term
44;4;4;5;1;1;1;4;0;Long-term
17;4;4;1;1;1;2;4;0;Long-term
35;3;4;3;1;1;2;2;0;Long-term
32;3;4;5;1;1;1;2;0;Long-term
27;4;4;2;1;0;1;3;0;Long-term
44;4;4;4;1;1;1;4;0;Long-term
42;4;4;5;1;1;1;4;0;Long-term
40;4;4;6;1;1;1;3;0;Long-term
44;4;4;3;1;1;1;4;0;Long-term
33;4;4;5;1;1;2;4;0;Long-term
35;2;4;3;0;0;3;4;1;Long-term
31;4;2;2;0;1;1;3;0;Long-term
37;4;4;3;0;1;3;4;0;Long-term
45;4;4;3;0;1;2;4;0;Long-term
26;4;4;2;0;1;1;4;0;Long-term
40;3;4;2;0;1;3;4;0;Long-term
30;4;4;1;0;1;2;4;0;Long-term
36;3;4;3;0;0;3;4;0;Long-term
33;3;4;3;0;1;2;4;0;Long-term
41;4;4;5;0;1;2;4;0;Long-term
45;3;3;6;0;1;2;4;0;Long-term
48;4;4;6;0;1;2;4;0;Long-term
35;4;4;3;0;0;3;4;0;Long-term
37;4;4;4;0;0;2;4;0;Long-term
46;4;4;3;0;0;1;4;0;Long-term
38;4;4;4;0;1;3;4;0;Long-term
30;3;4;7;1;1;2;4;0;Long-term
42;4;3;7;1;0;1;4;0;Long-term
35;2;2;6;1;1;3;4;0;Long-term
34;4;4;6;1;1;3;4;0;Long-term
37;4;4;4;1;1;1;4;0;Long-term
38;4;4;6;1;1;1;4;0;Long-term
30;3;3;2;1;1;2;3;0;Long-term
46;4;4;4;1;1;1;4;0;Long-term
31;4;4;3;0;1;2;4;0;Long-term
41;4;4;6;0;1;1;4;0;Long-term
41;4;4;7;1;1;2;4;0;Long-term
32;4;4;2;0;0;2;4;0;Long-term
44;4;4;4;1;1;1;4;0;Long-term
39;4;4;4;0;1;1;4;0;Long-term
39;4;4;5;1;1;1;4;0;Long-term
45;4;4;4;1;1;1;4;0;Long-term
33;4;4;3;1;1;1;4;0;Long-term
39;4;4;3;0;1;1;4;0;Long-term
44;4;4;3;1;0;1;4;0;Long-term
34;3;3;6;1;1;3;4;0;Long-term
33;3;3;5;1;1;3;4;0;Long-term
34;2;2;8;1;1;2;2;0;Long-term
27;3;2;5;1;1;2;4;0;Long-term
47;1;1;8;1;1;3;4;1;Long-term
25;2;4;3;1;1;1;4;1;Long-term
24;3;4;5;1;1;1;2;1;Long-term
41;4;4;4;1;0;1;4;0;Long-term
29;3;3;4;1;1;3;4;0;Short-term
27;2;2;5;1;1;3;1;0;Short-term
40;3;4;5;1;1;1;2;0;Short-term
30;2;2;6;1;1;3;1;0;Short-term
24;4;4;1;1;0;1;4;0;Short-term
36;4;4;2;1;0;1;4;0;Short-term
17;2;2;1;1;1;3;2;0;Short-term
28;1;2;4;1;1;2;3;0;Short-term
27;2;4;1;1;1;1;4;0;Short-term
21;3;3;1;1;1;3;3;0;Short-term
30;2;2;4;1;1;2;4;0;Short-term
48;4;4;16;1;1;1;4;0;Short-term
29;2;4;3;1;0;3;3;0;Short-term
29;4;4;2;1;1;3;4;0;Short-term
20;3;4;2;1;1;1;3;0;Short-term
28;4;4;1;1;1;3;2;0;Short-term
32;2;3;5;1;0;2;3;0;Short-term
27;3;3;1;1;0;3;3;0;Short-term
25;2;3;1;1;1;3;1;0;Short-term
43;4;4;3;1;1;1;4;0;Short-term
35;4;4;2;1;1;2;4;0;Short-term
30;4;4;1;1;1;1;4;0;Short-term
29;1;4;3;1;1;4;4;1;Short-term
33;3;4;8;1;1;3;4;0;Short-term
37;3;4;5;1;0;2;4;0;Short-term
27;2;4;3;1;1;4;4;0;Short-term
33;2;4;3;1;1;2;4;0;Short-term
35;2;3;6;1;0;3;3;0;Short-term
20;3;3;2;1;1;2;4;0;Short-term
26;2;4;3;1;1;3;4;0;Short-term
24;3;3;2;1;1;3;3;0;Short-term
45;1;3;3;1;1;3;2;0;Short-term
34;3;4;4;1;1;1;3;0;Short-term
49;4;3;13;1;1;1;4;0;Short-term
33;4;4;5;1;1;1;4;0;Short-term
33;3;3;8;1;1;3;4;0;Short-term
24;3;4;3;1;1;1;4;0;Short-term
30;2;2;4;1;1;2;1;0;Short-term
27;2;4;4;1;1;2;1;0;Short-term
23;4;3;1;1;1;2;2;0;Short-term
35;4;4;4;1;1;1;4;0;Short-term
35;4;4;1;0;1;1;4;0;Short-term
40;4;4;2;0;0;1;4;0;Short-term
29;3;3;1;1;1;3;3;0;Short-term
33;3;3;3;1;1;3;3;0;Short-term
36;4;4;6;0;1;1;2;1;Short-term
36;4;4;4;0;1;1;4;0;Short-term
41;4;4;1;1;1;3;3;0;Short-term
38;3;4;3;1;1;3;2;0;Short-term
29;2;4;3;1;1;3;3;0;Short-term
19;4;4;1;1;1;1;3;0;Short-term
34;2;3;2;1;1;2;3;0;Short-term
26;2;4;3;1;1;3;4;0;Short-term
22;4;4;1;1;1;2;3;0;Short-term
42;4;4;7;1;1;2;4;0;Short-term
27;3;4;2;1;1;3;2;0;Short-term
27;4;4;2;1;1;1;4;0;Short-term
39;4;3;1;1;0;2;2;0;Short-term
21;4;4;1;1;1;3;1;0;Short-term
36;2;3;7;1;1;3;3;0;Short-term
29;1;2;5;1;0;1;2;0;Short-term
29;2;3;4;1;1;2;1;0;Short-term
22;3;2;2;1;1;2;1;0;Short-term
20;2;3;1;1;1;2;1;0;Short-term
33;3;4;4;1;0;2;4;0;Short-term
27;3;3;3;1;1;2;3;0;Short-term
25;4;4;3;1;1;1;4;0;Short-term
25;4;3;2;1;1;3;3;0;Short-term
32;2;3;4;1;1;3;2;0;Short-term
39;3;4;2;1;1;1;3;0;Short-term
31;3;3;3;1;1;2;1;1;Short-term
26;4;4;4;1;1;3;4;0;Short-term
30;3;3;7;1;1;3;4;0;Short-term
43;3;3;5;1;0;3;3;0;Short-term
34;2;4;4;1;1;3;3;0;Short-term
43;4;4;3;1;1;1;4;0;Short-term
32;4;4;3;0;1;1;4;0;Short-term
41;4;4;5;1;1;1;4;0;Short-term
32;4;4;3;0;1;1;4;0;Short-term
46;4;4;4;1;1;1;4;0;Short-term
40;3;4;3;1;0;1;4;0;Short-term
21;4;4;1;1;1;2;3;0;Short-term
32;4;4;3;1;1;1;4;0;Short-term
25;4;4;1;0;1;3;3;0;Short-term
24;4;4;1;1;1;1;3;0;Short-term
21;2;3;1;1;0;3;2;0;Short-term
22;4;4;1;1;1;3;3;0;Short-term
32;4;4;4;1;1;1;3;0;Short-term
30;4;4;2;1;0;2;2;0;Short-term
25;1;2;2;1;1;2;1;0;Short-term
31;3;3;6;0;1;3;1;0;Short-term
19;2;4;1;1;1;2;3;0;Short-term
33;2;2;7;1;0;2;3;0;Short-term
24;2;2;2;1;1;3;4;0;Short-term
19;3;3;3;1;1;2;3;0;Short-term
27;2;2;5;1;1;3;3;0;Short-term
32;4;4;2;0;0;1;4;0;Short-term
32;4;4;2;1;0;1;3;0;Short-term
29;1;3;5;1;1;3;3;0;Short-term
23;3;4;1;1;1;2;3;0;Short-term
34;2;4;7;1;1;2;3;0;Short-term
27;2;4;1;1;1;3;3;0;Short-term
37;4;4;4;1;1;3;2;0;Short-term
26;3;4;4;1;1;2;3;0;Short-term
31;2;3;7;1;1;3;3;0;Short-term
44;4;4;11;1;1;1;4;0;Short-term
35;3;4;4;1;1;1;4;0;Short-term
23;4;4;2;1;1;3;4;0;Short-term
24;2;4;2;1;1;1;4;0;Short-term
24;4;4;2;1;1;1;4;0;Short-term
39;4;4;3;1;1;2;4;0;Short-term
33;3;4;4;1;1;3;3;0;Short-term
24;2;3;2;1;1;2;1;0;Short-term
35;4;4;4;1;1;1;4;0;Short-term
35;4;4;6;1;1;1;4;0;Short-term
34;4;4;2;1;1;3;3;0;Short-term
48;3;4;3;1;1;2;3;0;Short-term
28;4;4;1;1;1;1;3;0;Short-term
26;4;4;1;1;1;3;3;0;Short-term
43;3;3;8;1;1;1;3;0;Short-term
28;2;2;5;1;0;2;4;0;Short-term
22;3;4;3;1;1;2;3;0;Short-term
26;3;3;3;1;1;3;3;0;Short-term
30;3;4;4;1;1;3;3;0;Short-term
38;4;4;5;1;1;2;3;0;Short-term
44;4;4;8;1;1;2;4;0;Short-term
25;4;4;1;0;1;1;4;0;Short-term
34;4;4;3;1;1;1;4;0;Short-term
26;4;4;3;1;1;3;4;0;Short-term
20;4;4;2;1;1;1;3;0;Short-term
39;4;4;2;0;1;1;3;0;Short-term
27;3;4;4;1;1;3;3;0;Short-term
32;4;4;2;1;0;3;4;0;Short-term
48;3;4;8;1;0;1;4;0;Short-term
39;4;3;4;1;1;3;4;0;Short-term
37;4;4;3;1;0;1;4;0;Short-term
33;4;4;2;0;0;1;3;0;Short-term
32;4;4;3;1;0;1;4;0;Short-term
25;4;4;2;1;1;1;3;0;Short-term
37;4;4;3;1;1;2;4;0;Short-term
40;4;4;4;1;1;1;4;0;Short-term
38;4;4;6;1;1;2;4;0;Short-term
36;4;4;4;1;1;1;4;0;Short-term
27;3;3;3;1;1;2;2;0;Short-term
22;1;3;2;1;1;3;1;0;Short-term
22;2;2;2;1;1;2;3;0;Short-term
30;3;4;3;1;1;2;3;0;Short-term
20;2;2;2;1;1;3;2;1;Short-term
34;4;4;2;1;1;1;4;0;Short-term
31;3;4;5;1;1;3;1;0;Short-term
30;3;3;3;1;0;3;2;0;Short-term
44;3;4;5;1;0;1;4;0;Short-term
24;3;3;3;1;0;2;1;0;Short-term
19;4;4;2;1;1;1;4;0;Short-term
28;4;4;5;1;1;2;4;0;Short-term
27;4;4;1;0;0;1;3;0;Short-term
29;3;3;3;1;1;2;1;0;Short-term
37;4;4;3;1;1;2;4;0;Short-term
32;2;2;8;1;1;2;1;0;Short-term
21;2;2;1;1;1;4;3;0;Short-term
33;2;3;7;1;0;3;1;0;Short-term
23;2;3;2;1;1;3;1;0;Short-term
36;2;2;5;1;1;3;4;0;Short-term
33;2;4;3;1;1;3;4;0;Short-term
35;4;4;2;1;0;1;4;0;Short-term
25;2;3;4;1;1;3;3;0;Short-term
29;2;4;4;1;0;2;4;0;Short-term
23;3;3;1;1;1;2;2;0;Short-term
19;3;3;1;1;1;2;1;0;Short-term
35;1;2;6;1;1;2;2;1;Short-term
25;3;3;3;1;1;3;2;0;Short-term
40;3;4;6;1;1;1;3;0;Short-term
17;3;4;1;1;1;2;1;0;Short-term
25;2;4;3;1;1;3;3;0;Short-term
24;3;3;1;1;1;3;2;0;Short-term
23;4;4;1;1;1;3;3;0;Short-term
25;2;4;3;1;1;3;2;0;Short-term
30;1;3;4;1;1;3;4;0;Short-term
31;1;1;3;1;1;4;2;1;Short-term
26;3;4;2;1;1;3;3;0;Short-term
28;3;4;2;1;1;2;3;0;Short-term
30;3;3;3;1;1;3;1;0;Short-term
29;3;4;5;1;1;1;2;0;Short-term
24;1;3;4;1;1;3;3;0;Short-term
26;3;4;2;1;1;1;3;0;Short-term
25;3;3;3;1;1;3;3;0;Short-term
35;4;4;3;1;1;1;4;0;Short-term
22;4;4;1;1;0;2;4;0;Short-term
19;4;4;1;1;1;2;4;0;Short-term
29;2;3;5;1;1;2;4;0;Short-term
21;3;4;2;1;1;3;3;0;Short-term
21;3;3;1;1;1;3;3;0;Short-term
41;1;4;9;1;1;2;1;0;Short-term
37;2;4;3;1;1;2;3;0;Short-term
27;4;4;3;1;1;3;4;1;Short-term
26;2;3;2;1;1;2;3;0;Short-term
37;4;4;6;1;0;3;4;0;Short-term
25;3;3;3;1;1;2;1;0;Short-term
32;4;3;3;1;1;2;4;0;Short-term
34;1;4;4;1;1;3;4;1;Short-term
23;4;4;2;1;0;2;4;0;Short-term
28;3;4;2;1;1;3;4;0;Short-term
24;3;4;1;1;1;3;4;0;Short-term
32;2;3;4;1;0;2;2;0;Short-term
22;1;2;3;1;1;3;1;1;Short-term
25;3;3;1;1;1;2;1;0;Short-term
25;2;3;2;1;1;2;4;0;Short-term
38;2;3;3;1;1;2;4;0;Short-term
33;2;2;2;1;1;3;4;0;Short-term
41;4;4;8;1;1;1;4;0;Short-term
29;3;3;4;1;1;3;4;0;Short-term
22;3;4;1;1;0;1;4;0;Short-term
29;3;3;6;1;1;3;3;0;Short-term
26;3;4;3;1;1;3;3;0;Short-term
28;2;3;3;1;1;3;4;0;Short-term
27;4;4;1;0;1;3;4;0;Short-term
29;2;4;2;1;1;3;2;0;Short-term
24;3;4;2;1;1;3;3;0;Short-term
29;3;4;3;1;1;3;2;0;Short-term
38;3;4;7;1;1;3;2;0;Short-term
23;3;2;2;1;0;3;2;0;Short-term
20;4;3;1;1;1;3;4;0;Short-term
32;1;4;4;1;1;3;2;0;Short-term
25;2;3;2;1;1;3;1;0;Short-term
26;1;2;3;1;0;3;2;0;Short-term
23;1;2;3;1;1;3;2;1;Short-term
23;4;4;3;1;1;3;3;0;Short-term
28;3;4;5;1;1;2;4;0;Short-term
22;4;4;3;1;1;3;2;0;Short-term
28;2;4;4;1;1;3;4;0;Short-term
26;3;3;3;1;1;3;3;0;Short-term
26;2;3;2;1;1;3;3;0;Short-term
24;4;3;3;1;1;3;3;0;Short-term
29;4;4;3;1;0;1;4;0;Short-term
29;3;4;4;1;0;1;3;0;Short-term
42;4;4;5;1;1;1;4;0;Short-term
27;4;4;2;1;1;3;4;0;Short-term
35;3;4;5;1;1;1;4;0;Short-term
21;3;4;1;1;1;3;2;0;Short-term
21;1;3;1;1;1;3;3;1;Short-term
22;3;4;1;1;1;3;3;0;Short-term
28;3;3;4;1;1;3;3;0;Short-term
22;3;4;1;0;0;1;4;0;Short-term
23;3;2;1;1;1;3;3;0;Short-term
28;3;3;2;0;1;2;3;0;Short-term
30;4;4;3;0;0;2;4;0;Short-term
25;3;4;3;1;0;3;4;0;Short-term
33;4;4;4;1;1;2;3;0;Short-term
33;3;4;6;1;1;3;2;0;Short-term
30;4;4;2;0;0;3;3;0;Short-term
22;2;4;1;1;1;3;3;0;Short-term
38;3;3;2;0;1;3;4;0;Short-term
35;4;3;2;0;1;3;4;0;Short-term
34;2;2;4;0;1;3;2;0;Short-term
39;4;4;2;0;1;3;4;0;Short-term
47;4;3;4;1;1;1;3;0;Short-term
38;4;4;2;1;0;1;4;0;Short-term
43;4;4;5;1;1;1;4;0;Short-term
21;3;3;1;1;1;2;2;0;Short-term
30;3;4;2;1;1;1;2;0;Short-term
27;3;4;2;1;1;1;3;0;Short-term
22;4;4;1;0;1;3;1;0;Short-term
25;1;2;3;1;1;2;3;0;Short-term
22;1;3;2;1;1;3;2;0;Short-term
28;4;4;4;1;1;2;3;0;Short-term
25;3;3;2;1;1;2;3;0;Short-term
26;4;4;2;1;0;3;3;0;Short-term
31;3;3;3;1;1;3;1;1;Short-term
32;1;3;4;1;1;3;3;0;Short-term
35;2;4;6;1;1;3;4;0;Short-term
24;2;3;5;1;1;3;3;0;Short-term
28;4;4;2;1;1;1;4;0;Short-term
36;4;4;3;0;0;2;4;0;Short-term
47;4;4;5;1;1;1;3;0;Short-term
26;4;4;2;1;0;1;4;0;Short-term
22;3;4;2;0;1;3;4;0;Short-term
30;4;4;2;1;1;4;3;0;Short-term
41;4;4;5;1;1;1;4;0;Short-term
19;4;4;1;1;1;3;2;0;Short-term
45;3;4;2;0;1;3;3;0;Short-term
35;1;2;5;1;1;2;2;1;Short-term
21;2;2;1;1;1;3;2;0;Short-term
32;1;2;6;0;1;2;3;0;Short-term
32;3;4;5;0;1;3;4;0;Short-term
46;2;3;6;0;0;3;4;0;Short-term
41;1;2;6;1;1;3;3;0;Short-term
36;4;4;3;0;1;3;4;0;Short-term
37;3;4;3;0;1;3;4;0;Short-term
37;3;4;4;0;1;2;4;0;Short-term
35;4;4;3;0;1;3;4;0;Short-term
29;2;3;4;1;1;3;2;0;Short-term
28;4;4;2;0;1;2;4;0;Short-term
46;4;4;4;0;1;1;4;0;Short-term
34;4;3;3;0;1;2;4;0;Short-term
43;3;3;2;0;0;3;4;0;Short-term
28;4;4;3;0;0;3;4;0;Short-term
28;3;3;3;1;0;2;4;0;Short-term
34;4;4;6;1;1;2;2;0;Short-term
27;2;4;4;1;1;3;4;0;Short-term
36;1;3;6;1;1;3;2;0;Short-term
17;2;2;0;1;0;3;2;0;Short-term
21;3;3;1;1;1;3;2;0;Short-term
25;2;2;1;1;1;3;1;0;Short-term
23;2;3;2;1;0;3;2;0;Short-term
25;2;2;1;1;1;3;3;0;Short-term
35;1;2;4;1;0;4;4;0;Short-term
32;3;4;4;1;1;3;2;0;Short-term
37;2;3;5;1;1;4;2;0;Short-term
31;3;4;4;1;0;3;3;0;Short-term
25;3;4;3;1;1;3;4;0;Short-term
26;3;4;4;1;1;2;4;0;Short-term
39;1;2;2;1;0;2;4;0;Short-term
21;3;3;2;1;1;2;3;0;Short-term
35;3;2;9;1;0;3;4;0;Short-term
20;2;2;1;1;1;3;2;0;Short-term
40;2;3;5;1;1;3;3;0;Short-term
41;3;3;7;0;1;2;4;0;Short-term
36;2;4;8;1;1;1;4;0;Short-term
40;2;4;3;0;1;3;4;0;Short-term
32;4;4;3;1;0;1;4;0;Short-term
24;3;4;4;1;1;2;3;0;Short-term
20;3;4;1;0;1;2;4;0;Short-term
32;4;4;4;1;0;1;4;0;Short-term
22;2;2;3;1;0;3;3;0;Short-term
30;3;3;4;1;0;2;2;0;Short-term
31;4;4;3;1;0;1;4;0;Short-term
35;3;4;5;1;1;1;4;0;Short-term
38;4;4;2;1;1;3;4;0;Short-term
31;4;4;1;1;1;1;4;0;Short-term
25;4;4;2;1;1;2;4;0;Short-term
30;4;4;2;1;1;1;4;0;Short-term
22;1;2;2;1;1;3;4;0;Short-term
31;4;4;3;1;1;1;4;0;Short-term
29;4;4;3;1;1;3;4;0;Short-term
29;2;3;3;1;0;3;2;0;Short-term
38;4;4;3;0;0;3;3;1;Short-term
22;3;4;2;1;1;2;4;0;Short-term
45;4;4;3;1;1;1;4;0;Short-term
26;3;4;3;1;1;3;2;0;Short-term
37;4;4;3;0;1;3;4;0;Short-term
36;4;4;3;0;1;2;4;0;Short-term
33;4;4;2;1;1;2;4;0;Short-term
32;4;4;3;1;0;1;4;0;Short-term
35;4;4;4;0;0;1;4;0;Short-term
25;4;4;1;1;1;1;4;0;Short-term
31;4;4;3;1;1;4;4;0;Short-term
25;2;3;5;1;1;2;3;0;Short-term
26;3;2;5;1;1;2;2;0;Short-term
23;2;3;3;1;1;2;3;0;Short-term
28;3;4;3;1;1;1;4;0;Short-term
34;3;4;3;0;0;3;4;0;Short-term
46;3;4;9;1;1;3;4;0;Short-term
25;4;4;1;1;1;1;4;0;Short-term
21;2;1;3;1;0;3;1;1;Short-term
25;2;3;4;1;0;3;2;0;Short-term
28;2;3;6;1;1;2;4;0;Short-term
36;2;4;11;1;1;1;4;1;Short-term
46;1;2;9;1;0;3;4;1;Short-term
35;2;2;6;1;0;3;1;1;No-uShort-terme
41;3;2;11;1;1;2;3;0;No-uShort-terme
27;2;4;1;1;0;1;1;0;No-uShort-terme
25;4;4;0;1;0;3;4;0;No-uShort-terme
23;2;2;2;1;1;3;3;0;No-uShort-terme
48;1;1;1;1;0;3;3;1;No-uShort-terme
23;4;4;0;1;0;1;4;0;No-uShort-terme
31;3;4;2;1;1;3;3;0;No-uShort-terme
49;4;4;1;1;1;3;4;0;No-uShort-terme
42;2;3;2;1;1;1;4;0;No-uShort-terme
26;2;4;3;1;1;3;4;0;No-uShort-terme
21;2;2;1;1;1;3;2;0;No-uShort-terme
29;3;4;4;1;1;1;4;0;No-uShort-terme
38;1;2;12;1;1;2;3;0;No-uShort-terme
25;4;4;2;1;1;3;2;0;No-uShort-terme
22;4;4;0;1;1;3;2;0;No-uShort-terme
20;3;4;0;1;1;3;3;0;No-uShort-terme
35;4;4;1;1;1;1;3;0;No-uShort-terme
32;2;3;1;1;1;3;3;0;No-uShort-terme
38;2;4;3;1;1;1;3;0;No-uShort-terme
27;1;2;4;1;1;1;4;1;No-uShort-terme
41;2;4;1;1;1;2;3;0;No-uShort-terme
28;3;4;0;1;0;1;3;0;No-uShort-terme
23;4;4;1;1;0;3;3;0;No-uShort-terme
27;4;4;1;0;0;2;4;0;No-uShort-terme
33;4;4;2;0;1;1;4;0;No-uShort-terme
39;2;2;5;1;0;3;2;1;No-uShort-terme
41;2;2;5;0;1;2;2;0;No-uShort-terme
40;2;2;8;1;1;1;3;0;No-uShort-terme
43;3;4;10;1;1;3;3;0;No-uShort-terme
35;3;4;6;1;0;2;2;0;No-uShort-terme
32;3;4;0;1;1;3;4;0;No-uShort-terme
49;2;3;4;1;1;2;3;0;No-uShort-terme
47;2;2;4;1;1;3;1;0;No-uShort-terme
42;4;4;1;1;1;2;4;0;No-uShort-terme
48;4;4;4;0;1;1;4;0;No-uShort-terme
42;4;4;3;1;1;1;4;0;No-uShort-terme
37;4;4;2;1;1;1;4;0;No-uShort-terme
23;3;3;1;1;0;2;4;0;No-uShort-terme
24;3;4;0;1;0;2;3;0;No-uShort-terme
43;2;3;3;0;1;2;3;0;No-uShort-terme
24;3;3;2;1;0;3;2;0;No-uShort-terme
29;2;4;0;1;0;3;4;0;No-uShort-terme
45;1;1;0;0;0;2;1;0;No-uShort-terme
31;4;4;3;1;0;2;3;0;No-uShort-terme
44;1;4;9;1;1;1;2;0;No-uShort-terme
28;2;3;1;1;1;3;1;0;No-uShort-terme
28;3;4;1;0;1;2;2;0;No-uShort-terme
33;1;2;0;1;0;3;3;0;No-uShort-terme
43;4;4;6;1;1;1;3;0;No-uShort-terme
34;3;4;4;1;1;1;3;0;No-uShort-terme
36;1;4;2;1;1;2;2;0;No-uShort-terme
22;4;4;0;1;0;2;4;0;No-uShort-terme
35;2;3;8;1;1;3;3;1;No-uShort-terme
25;4;4;1;1;1;1;4;0;No-uShort-terme
43;1;2;8;1;1;2;2;1;No-uShort-terme
46;1;4;8;1;1;1;4;1;No-uShort-terme
27;3;4;2;1;1;1;3;0;No-uShort-terme
30;1;1;7;1;1;2;3;0;No-uShort-terme
25;4;4;1;1;1;3;4;0;No-uShort-terme
42;4;4;1;1;0;1;4;0;No-uShort-terme
30;1;3;1;1;1;3;4;0;No-uShort-terme
27;3;3;4;1;1;2;4;0;No-uShort-terme
45;2;3;11;1;1;2;3;0;No-uShort-terme
29;3;4;2;1;1;1;3;0;No-uShort-terme
36;1;4;1;1;1;3;3;0;No-uShort-terme
49;1;2;8;1;1;3;1;1;No-uShort-terme
47;1;4;7;1;1;2;3;0;No-uShort-terme
30;4;4;4;1;1;2;4;0;No-uShort-terme
24;2;3;2;1;1;3;1;0;No-uShort-terme
48;1;1;6;1;1;2;3;1;No-uShort-terme
47;1;2;2;1;1;2;3;1;No-uShort-terme
24;3;4;1;1;0;3;3;0;No-uShort-terme
48;3;4;5;1;1;2;3;0;No-uShort-terme
38;1;2;8;1;1;3;3;1;No-uShort-terme
45;3;4;0;1;1;1;3;0;No-uShort-terme
43;4;4;3;0;1;2;4;0;No-uShort-terme
33;1;1;5;1;1;3;1;1;No-uShort-terme
37;3;4;7;1;1;3;4;0;No-uShort-terme
36;2;1;6;1;1;2;3;0;No-uShort-terme
25;3;4;3;1;1;1;1;0;No-uShort-terme
49;4;4;6;0;0;1;4;0;No-uShort-terme
30;4;4;1;1;0;1;4;0;No-uShort-terme
35;4;4;5;1;1;1;4;0;No-uShort-terme
28;2;4;0;1;1;3;1;0;No-uShort-terme
30;4;2;0;1;0;3;3;0;No-uShort-terme
27;4;4;2;1;0;1;4;0;No-uShort-terme
45;2;4;8;1;1;2;3;0;No-uShort-terme
46;3;1;5;1;1;3;2;0;No-uShort-terme
28;1;4;0;1;0;4;1;0;No-uShort-terme
21;2;4;0;1;1;2;2;0;No-uShort-terme
20;3;4;2;1;1;3;3;0;No-uShort-terme
28;3;3;5;1;1;3;3;0;No-uShort-terme
25;3;3;1;1;1;2;2;0;No-uShort-terme
38;1;2;6;1;1;2;1;1;No-uShort-terme
20;3;4;1;1;1;3;2;0;No-uShort-terme
24;3;4;2;1;1;2;4;0;No-uShort-terme
39;3;1;1;1;1;2;3;0;No-uShort-terme
25;1;3;1;1;1;4;2;0;No-uShort-terme
23;3;4;4;1;1;3;1;1;No-uShort-terme
24;4;4;1;1;0;1;3;0;No-uShort-terme
26;4;4;3;1;1;1;4;0;No-uShort-terme
20;3;4;2;1;1;3;2;0;No-uShort-terme
31;3;3;1;1;0;3;4;0;No-uShort-terme
22;4;4;0;1;1;2;1;1;No-uShort-terme
36;2;3;6;1;1;2;3;0;No-uShort-terme
45;3;4;0;1;1;1;3;0;No-uShort-terme
47;2;2;7;1;1;2;2;0;No-uShort-terme
30;2;3;1;1;1;2;1;0;No-uShort-terme
35;4;4;3;1;1;1;4;0;No-uShort-terme
34;2;2;9;1;0;2;3;0;No-uShort-terme
28;4;4;1;1;0;1;3;0;No-uShort-terme
18;3;4;1;1;1;3;3;0;No-uShort-terme
